filename,chroma_stft,rmse,spectral_centroid,spectral_bandwidth,rolloff,zero_crossing_rate,mfcc1,mfcc2,mfcc3,mfcc4,mfcc5,mfcc6,mfcc7,mfcc8,mfcc9,mfcc10,mfcc11,mfcc12,mfcc13,mfcc14,mfcc15,mfcc16,mfcc17,mfcc18,mfcc19,mfcc20,label
awake_0.wav,0.2931285500526428,0.11212367564439774,2180.662469453393,1439.57221347393,3359.243113724227,0.15971039672312223,-231.6373291015625,63.26285934448242,-89.63048553466797,12.665642738342285,-4.717026233673096,6.837200164794922,-18.33159637451172,21.754886627197266,-14.287026405334473,-15.537958145141602,0.0347956120967865,-11.347939491271973,16.268577575683594,-3.7900893688201904,11.799712181091309,8.177494049072266,7.337686538696289,8.903575897216797,-1.0476971864700317,2.9930691719055176,awake
awake_1.wav,0.45271292328834534,0.03819089010357857,1546.6815180121907,1392.1065793886391,2781.6647247183478,0.0828820748390558,-342.22454833984375,106.3404541015625,-47.12233352661133,12.120736122131348,11.251819610595703,14.939026832580566,0.1454174816608429,10.749509811401367,9.676094055175781,10.45120906829834,7.14158821105957,0.6076134443283081,4.9283037185668945,-5.796586990356445,4.65817928314209,4.099279880523682,7.696091175079346,9.742796897888184,7.418177127838135,7.494469165802002,awake
awake_10.wav,0.4786970615386963,0.01256801001727581,2637.0213197387725,1913.7908607559716,4904.1223258615655,0.18779466371829107,-523.3379516601562,21.38959503173828,-26.303627014160156,21.654197692871094,-10.955781936645508,12.371028900146484,0.7483099102973938,13.497895240783691,-0.8659565448760986,1.1063637733459473,7.669075012207031,-3.7803149223327637,5.238997936248779,-1.9683918952941895,7.189330577850342,2.4793691635131836,-2.22328519821167,-2.8799376487731934,2.551405668258667,2.969290018081665,awake
awake_100.wav,0.43388015031814575,0.048495564609766006,1872.5065535066076,1699.6404622553023,3693.0564880371094,0.09018961588541667,-337.4701232910156,77.51360321044922,-33.105037689208984,2.4792654514312744,-13.947379112243652,8.339159965515137,-3.1074016094207764,12.965513229370117,9.474830627441406,6.109020233154297,5.523237705230713,0.2807711064815521,10.032706260681152,-4.3106770515441895,2.970580577850342,-1.9810445308685303,0.4862626791000366,6.127432823181152,5.473294258117676,13.767681121826172,awake
awake_101.wav,0.47042325139045715,0.00869382731616497,270.2943536539528,190.03230317920853,458.1495331554878,0.023032142756323398,-653.0860595703125,129.48284912109375,100.30064392089844,61.48383712768555,23.400779724121094,-4.607884883880615,-17.4632511138916,-15.522294044494629,-3.825597047805786,10.270648956298828,20.050769805908203,21.80076026916504,15.746735572814941,5.349544048309326,-4.564901828765869,-9.976678848266602,-9.23189926147461,-3.4279558658599854,4.393896579742432,10.771618843078613,awake
awake_102.wav,0.4733947515487671,0.0054159690625965595,2084.9231323483164,1891.4348311492379,4335.211296801297,0.13107587706367924,-495.793212890625,93.0103988647461,-27.029233932495117,9.75329875946045,-29.492597579956055,-1.7071858644485474,-19.73249626159668,-7.6872944831848145,-11.721853256225586,-10.939699172973633,-11.381796836853027,-14.759031295776367,-6.0824785232543945,-14.47512435913086,-4.680564880371094,-13.455009460449219,-1.0954389572143555,-3.6628825664520264,-3.6335160732269287,-0.2818560004234314,awake
awake_103.wav,0.29514041543006897,0.07641922682523727,1775.1438720304732,1416.7337749699927,2966.158971969627,0.1181582925590842,-290.1566162109375,96.22086334228516,-62.506431579589844,-12.43488883972168,-19.19074821472168,-5.994480133056641,-23.99871826171875,23.602567672729492,-8.316658973693848,-15.065921783447266,4.035459995269775,-8.842679977416992,10.664188385009766,-5.662404537200928,10.765632629394531,6.0066375732421875,2.5293729305267334,7.172934532165527,-3.0092947483062744,3.7237250804901123,awake
awake_104.wav,0.34629589319229126,0.046978648751974106,2964.967853387581,2059.83429855742,5564.680518788739,0.1844740398096222,-315.9317321777344,30.73411750793457,-34.99045181274414,15.244426727294922,-56.114315032958984,-4.126078128814697,-16.073535919189453,-1.3374499082565308,-14.89235782623291,-4.241706371307373,-1.3460170030593872,-18.345203399658203,0.024074513465166092,-11.175487518310547,5.169931888580322,-9.355020523071289,2.552987813949585,2.4598658084869385,-6.497252464294434,6.526968002319336,awake
awake_105.wav,0.44335588812828064,0.027452530339360237,1849.56931695571,1706.272739595339,3723.4846635298295,0.10112072172619048,-388.3266906738281,76.89412689208984,-14.276200294494629,16.387104034423828,-6.986129283905029,5.871687889099121,4.790679931640625,8.647698402404785,0.9218381643295288,1.3702876567840576,4.743358612060547,-2.551406145095825,3.807804822921753,-0.9237198233604431,4.392312526702881,0.4935070872306824,-1.1662756204605103,0.368542343378067,-2.6660966873168945,0.8726007342338562,awake
awake_106.wav,0.5284150242805481,0.009698471054434776,2725.356958359379,1982.78607902919,5150.744775625376,0.20232332669771635,-440.0913391113281,63.53940200805664,-33.3343505859375,22.680105209350586,-36.17576599121094,1.5638834238052368,-11.037388801574707,-3.3704733848571777,-14.342546463012695,-9.720602035522461,-9.131000518798828,-19.25562858581543,-7.835975646972656,-16.628950119018555,-6.292749404907227,-13.325653076171875,-3.6634087562561035,-7.490818977355957,-6.057555198669434,-3.0352532863616943,awake
